,SNo,Date,StartupName,IndustryVertical,SubVertical,City,InvestorsName,InvestmentType,AmountInUSD,Remarks,yearmonth
184,185,26/08/2018,ZestMoney,Consumer Internet,Online Lending Platform,Bengaluru,"Xiaomi,PayU, Ribbit Capital and Omidyar Network",Private Equity,13400000.0,nan,201808
185,186,26/08/2018,Shubh Loans,Fin-Tech,Customer Sourcing Platform,Bengaluru,"Saama Capital, SRI Capital, Beenext, and Pravega Ventures",Private Equity,4200000.0,nan,201808
186,187,27/08/2018,MyUpchar,Healthcare,Local Language Health Content App,Delhi,"Nexus Venture Partners, Omidyar Network and Shunwei Capital",Private Equity,5000000.0,nan,201808
187,188,28/08/2018,Narvar,IT,Post-Purchase Customer Engagement Platform,Bengaluru,Accel (formerly known as Accel Partners),Private Equity,3000000.0,nan,201808
188,189,30/08/2018,True North,Finance,Private Equity Firm,Mumbai,nan,Private Equity,600000000.0,nan,201808
189,190,01/07/2018,Leena AI,Technology,HR Virtual Agent For Employees,Gurugram,Y Combinator,Seed/ Angel Funding,-999.0,nan,201807
190,191,02/07/2018,Biryani By Kilo,Consumer Internet,Online Food Delivery,Gurugram,Ajay Relan and Vinay Mittal,Seed/ Angel Funding,1000000.0,nan,201807
191,192,04/07/2018,Anchanto,IT,E-commerce Fulfilment Platform,Pune,MDI Ventures & Telkom Indonesia,Private Equity,4000000.0,nan,201807
192,193,05/07/2018,Loan Tap,Consumer Internet,Online Lending Platform For Salaried Professionals,Mumbai,"Shunwei Capital, Tuscan Ventures, Ashish Goenka, VC firms India Quotient and Kae Capital",Private Equity,6250000.0,nan,201807
193,194,06/07/2018,PolicyBazaar,Consumer Internet,Online Insurance Selling Platform,Gurugram,Info Edge (India) Ltd and Temasek,Private Equity,27700000.0,nan,201807
194,195,09/07/2018,zippserv,Consumer Internet,Online Platform For Risk-Assessment Services For Real Estate Investments,Bengaluru,Info Edge (India) Ltd,Seed/ Angel Funding,440000.0,nan,201807
195,196,09/07/2018,Groww,Consumer Internet,Online Platform That Sells Direct Plans Of Mutual Funds,Bengaluru,"Insignia Ventures Partners, Lightbridge Partners & Kairos",Seed/ Angel Funding,1100000.0,nan,201807
196,197,10/07/2018,Avenue Growth,Consumer Internet,Online Platform That Connects Brands With Freelance Sales Professionals,Gurugram,"Avtar Monga, chief operating office at IDFC Bank, Aditya Malik & Others",Seed/ Angel Funding,437000.0,nan,201807
197,198,10/07/2018,iNICU,Healthcare,Med-tech Platform Providing Care For Newborns,Delhi,Venture Catalysts,Seed/ Angel Funding,-999.0,nan,201807
198,199,10/07/2018,Kinara Capital,Finance,Lending Platform For Micro and Small Enterprises,Bengaluru,ResponsAbility,Private Equity,5000000.0,nan,201807
199,200,10/07/2018,Shop 101,Consumer Internet,Mobile Storefront And Commerce Platform For Sellers,Mumbai,"Stellaris Venture Partners, Vy Capital, Raghunandan G, and Ramakant Sharma",Private Equity,5000000.0,nan,201807
200,201,11/07/2018,Sambandh,Consumer Internet,Online Micro Lending Platform,Rourkela,Base of Pyramid Asia (BOPA) Pte Ltd,Private Equity,2500000.0,nan,201807
201,202,12/07/2018,19th mile,IT,Artificial intelligence-based sales acceleration software platform,Gurugram,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta and Others",Seed/ Angel Funding,180000.0,nan,201807
202,203,12/07/2018,5th Vital,Healthcare,Home diagnostics services provider,Bengaluru,Brand Capital and Others,Seed/ Angel Funding,500000.0,nan,201807
203,204,13/07/2018,MEngage,Healthcare,A Doctor-Patient Engagement Platform,Jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-founders Lab and others.",Seed/ Angel Funding,175000.0,nan,201807
204,205,17/07/2018,Ofbusiness,Finance,Online Lending Platform For SME,Gurugram,"Creation Investments, Falcon Edge, Matrix Partners India and Zodius Capital",Private Equity,29000000.0,nan,201807
205,206,17/07/2018,Cars24,Consumer Internet,Online Used Car Marketplace,Gurugram,"Kingsway FCI Fund, KCK Global & Others",Private Equity,49700000.0,nan,201807
206,207,18/07/2018,The Ken,Consumer Internet,Subscription-Only News Website,Bengaluru,Omidyar Network & Others,Seed/ Angel Funding,1500000.0,nan,201807
207,208,19/07/2018,Book My Show,Consumer Internet,Online Ticketing Platform,Mumbai,"TPG Growth, The Rise Fund & Others",Private Equity,100000000.0,nan,201807
208,209,20/07/2018,HousingMan,Consumer Internet,Property Discovery Platform,Bengaluru,nan,Seed/ Angel Funding,1500000.0,nan,201807
209,210,21/07/2018,PaySense,Consumer Internet,Online Consumer Lending Platform,Mumbai,PayU & Others,Private Equity,18000000.0,nan,201807
210,211,23/07/2018,Yulu Bikes,Technology,Bicycle-Sharing Platform,Bengaluru,nan,Seed/ Angel Funding,-999.0,nan,201807
211,212,23/07/2018,VTION,Technology,Media Analytics,Gurugram,"AngelList, Rahul Khanna, Rajeev Arora and Ram Ramsundar.",Seed/ Angel Funding,280000.0,nan,201807
212,213,23/07/2018,Log9 Materials,Technology,Nanotechnology Company Specializing In Graphene,Bengaluru,"Metaform Ventures, Hemant Luthra, Micro venture capital firm GEMS Partners and Others",Seed/ Angel Funding,436000.0,nan,201807
213,214,24/07/2018,kidovators,Ed-Tech,Skill Learning Platform,Bengaluru,Gray Matters,Seed/ Angel Funding,180000.0,nan,201807
214,215,24/07/2018,Digit,Consumer Internet,Online Insurance Startup,Pune,Fairfax,Private Equity,45000000.0,nan,201807
215,216,25/07/2018,Black Soil,Finance,Non-Banking Financial Company,Mumbai,"Allcargo Logistics, Navneet Education and Mahavir Agency",Private Equity,17000000.0,nan,201807
216,217,25/07/2018,Trell,Consumer Internet,Mobile-First Video Blogging App,Bengaluru,"BeeNext , WEH Ventures and Sprout Ventures",Seed/ Angel Funding,1250000.0,nan,201807
217,218,25/07/2018,iqlect,Technology,Data Analytics Firm,Bengaluru,Ventureast and Exfinity,Seed/ Angel Funding,2500000.0,nan,201807
218,219,26/07/2018,Entropik,IT,Software-As-A-Service Platform,Bengaluru,"Bharat Innovation, IDFC-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others",Seed/ Angel Funding,1100000.0,nan,201807
219,220,26/07/2018,Bitla Software,Technology,Travel-Focused Tech Startup,Bengaluru,MakeMyTrip,Private Equity,-999.0,nan,201807
220,221,26/07/2018,TheCapitalNet,Fin-Tech,Unified Global Investments Ecosystem,Hyderabad,Lindwall Family Investments LLC (LFI),Private Equity,500000.0,nan,201807
221,222,30/07/2018,Shuttl,Consumer Internet,Bus Aggregation Platform,Gurugram,Amazon Alexa Fund & Dentsu Ventures,Private Equity,11000000.0,nan,201807
222,223,30/07/2018,Cure Fit,Consumer Internet,Health and fitness Platform,Bengaluru,"IDG Ventures, Accel Partners, Kalaari Capital and Others",Private Equity,120000000.0,nan,201807
223,224,31/07/2018,Five Star Group,Fin-Tech,Non-Bank Lending Platform For SME,Chennai,"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Private Equity,100000000.0,nan,201807
224,225,31/07/2018,Healthsignz,Healthcare,Health and Well being Platform,Hyderabad,Kantilal Patel,Seed/ Angel Funding,5000000.0,nan,201807
225,226,01/06/2018,CoinTribe,Finance,Credit-Based Lending Marketplace For Small And Medium Enterprises,Gurugram,"Sabre Partners, Puneet Dalmia & Others",Private Equity,10000000.0,nan,201806
226,227,04/06/2018,Digiconectt,Technology,Sales Analytics and Enablement Platform,Bengaluru,Aspire Logistics LLC,Seed/ Angel Funding,125000.0,nan,201806
227,228,04/06/2018,Kashmir Box,E-Commerce,"Online Marketplace For Handicrafts, Handlooms And Local Produce",Srinagar,"Bhairavi Jani, Alok Divatia, Namrata Kaul, Sohail Hashemi, Aijaz Saleem",Seed/ Angel Funding,-999.0,nan,201806
228,229,05/06/2018,Crowdera,Finance,Online Crowdfunding Platform,Nagpur,"Anil Advani, Pramod Jain, Amrendra Reddy and Manish Satnaliwala.",Seed/ Angel Funding,-999.0,nan,201806
229,230,05/06/2018,Zoctr,Healthcare,Online Healthcare Aggregator,Mumbai,NB Ventures and Others,Seed/ Angel Funding,-999.0,nan,201806
230,231,07/06/2018,Annapurna Finance,Finance,Non-Banking Financial Company,Bhubneswar,Oman India Joint Investment Fund (OIJIF),Private Equity,23000000.0,nan,201806
231,232,07/06/2018,Meesho,Consumer Internet,Online Marketplace For Resellers,Bengaluru,"Sequoia Capital India, SAIF Partners, Y Combinator and Venture Highway",Private Equity,11500000.0,nan,201806
232,233,10/06/2018,AyeFinance,Finance,Online Lending Platform,Gurugram,"CapitalG, SAIF Partners and LGT Impact Ventures",Private Equity,21500000.0,nan,201806
233,234,11/06/2018,Theranosis,Healthcare,Specialised diagnostics Platform,Hyderabad,Mumbai Angels Network,Seed/ Angel Funding,-999.0,nan,201806
234,235,12/06/2018,Alpha Capital,Finance,Supplychain Finance,Mumbai,Alpha Capital,Private Equity,14800000.0,nan,201806
235,236,12/06/2018,eshakti,E-Commerce,Fashion e-tailer,Chennai,Paragon Partners,Private Equity,10100000.0,nan,201806
236,237,12/06/2018,Daily Ninja,Consumer Internet,Hyperlocal Delivery Platform,Bengaluru,Saama Capital and Sequoia Capital,Seed/ Angel Funding,3000000.0,nan,201806
237,238,13/06/2018,NirogStreet,Healthcare,An Online Platform That Connects Ayurveda Doctors With Patients,Gurugram,"Spiral Ventures, Subho Ray and Samir Kumar",Seed/ Angel Funding,300000.0,nan,201806
238,239,13/06/2018,Nivesh,Finance,Mass Market Mutual Fund Investment Platform,Noida,"LetsVenture, Rajan Anandan, Basab Pradhan, Vivek Khare and Bijoy George",Seed/ Angel Funding,450000.0,nan,201806
239,240,13/06/2018,What\\xe2\\x80\\x99s Up Life,Consumer Internet,"A Local Discovery App For Dining-Out, Party, Leisure and Events",Gurugram,Rannvijay Singha,Seed/ Angel Funding,-999.0,nan,201806
240,241,14/06/2018,HomeLane,Consumer Internet,Online Home Furnishing Solutions,Bengaluru,Brand Capital,Seed/ Angel Funding,3450000.0,nan,201806
241,242,14/06/2018,Network Intelligence,Technology,Cybersecurity Specialist,Mumbai,Helix Investments,Private Equity,4800000.0,nan,201806
242,243,18/06/2018,Tynor Othontics,Healthcare,Prosthetics Manufacturers,Chandigarh,Lighthouse Funds & Thuasne Participations,Private Equity,21000000.0,nan,201806
243,244,18/06/2018,Elucidata,IT,Data Analytics (SaaS),Delhi & Cambridge,Hyperplane Venture Capital and several angel investors,Seed/ Angel Funding,1700000.0,nan,201806
244,245,19/06/2018,Chrysalis,Ed-Tech,Education Services Provider,Pune,Menterra Venture & Artha Initiatives,Seed/ Angel Funding,-999.0,nan,201806
245,246,19/06/2018,RentSher,Consumer Internet,Online Rental Marketplace,Bengaluru,"Shorooq Investments, LetsVenture & Others",Seed/ Angel Funding,1100000.0,nan,201806
246,247,20/06/2018,Drip capital,Finance,Trade Finance Firm,Mumbai,"Accel Partners, Sequoia India, Y Combinator and others.",Private Equity,15000000.0,nan,201806
247,248,22/06/2018,WickedRide,Consumer Internet,Online Motorbike And Scooter Rental Platforms,Bengaluru,"Sequoia Capital, Accel Partners & Raghunandan Gangappa",Private Equity,9100000.0,nan,201806
248,249,25/06/2018,PolicyBazaar,Consumer Internet,Online Insurance Selling Platform,Gurugram,SoftBank Vision Fund & Info Edge (India) Ltd,Private Equity,200000000.0,nan,201806
249,250,25/06/2018,HipBar,Consumer Internet,Digital Payment Platform For Beverage Delivery,Bengaluru,Diageo India,Private Equity,4000000.0,nan,201806
250,251,25/06/2018,Sqqrl,Finance,App-based investment platform,Gurugram,Equanimity Venture Fund,Seed/ Angel Funding,1000000.0,nan,201806
251,252,26/06/2018,Paytm,Technology,Digital Payment Platform,Noida,One 97 Communications,Private Equity,8950000.0,nan,201806
252,253,26/06/2018,Sigtuple,Healthcare,Data Driven Intelligence Solutions Platform,Bengaluru,"Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal",Private Equity,19000000.0,nan,201806
253,254,27/06/2018,Wow Express,Technology,E-commerce Logistics Platform,Mumbai,Undisclosed Existing Investors As Well As The Tamarind Family Trust,Private Equity,4500000.0,nan,201806
254,255,28/06/2018,Front Desk AI,Technology,An AI Platform Offering Automated Customer Service Software,Bengaluru,Speciale Invest & Others,Seed/ Angel Funding,1100000.0,nan,201806
255,256,28/06/2018,Edureka,Ed-Tech,Online Education Platform,Bengaluru,Leo Capital,Seed/ Angel Funding,2000000.0,nan,201806
256,257,29/06/2018,Numeroseven,Technology,An Artificial Intelligence-Based Recruitment Platform,Kolkatta,Shiva Gunapu & Others,Seed/ Angel Funding,-999.0,nan,201806
257,258,02/05/2018,OpenTap,Finance,Online Lending Platform,Chennai,Unknown High Net-Worth Individuals,Seed / Angel Funding,450000.0,nan,201805
258,259,02/05/2018,Bizongo,Consumer Internet,Aggregator For Packaging Material,Mumbai,"B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures",Private Equity,22000000.0,nan,201805
259,260,03/05/2018,Disprz,IT,SaaS,Chennai,"IL&FS Private Equity, Kae Capital & Others",Seed / Angel Funding,2500000.0,nan,201805
260,261,07/05/2018,PaisaDukan,Consumer Internet,P2P Lending Platform,Mumbai,nan,Seed / Angel Funding,225000.0,nan,201805
261,262,09/05/2018,i3sysytems,Technology,AI product company For Health and Life Insurane Companies,Mumbai,"Unitus Ventures, Behram Vakil and Jerxis Vandrevala",Seed / Angel Funding,1000000.0,nan,201805
262,263,11/05/2018,Earth Food,Consumer Internet,Agri-tech,Pune,Rairah Corporation,Seed / Angel Funding,949000.0,nan,201805
263,264,14/05/2018,Nykaa,Consumer Internet,Beauty e-tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,24000000.0,nan,201805
264,265,16/05/2018,mfine,Healthcare,Doctor-Consultation App,Bengaluru,"Prime Venture Partners, Stellaris Venture Partners and Mayur Abhaya Srisrimal",Private Equity,4200000.0,nan,201805
265,266,21/05/2018,Rocketium,Technology,Online Video Creation Platform,Bengaluru,Blume ventures,Seed/ Angel Funding,300000.0,nan,201805
266,267,21/05/2018,MilkBasket,Technology,Micro-Delivery Grocery Startup,Gurugram,"Kalaari Capital, Unilever Ventures and Blume Ventures",Private Equity,7000000.0,nan,201805
267,268,22/05/2018,Vola,Finance,Micro Lending Platform,Bengaluru,Credika and unnamed angel investors,Seed/ Angel Funding,500000.0,nan,201805
268,269,22/05/2018,Cashkumar,Consumer Internet,P2P Lending Platform,Bengaluru,LetsVenture,Seed/ Angel Funding,735000.0,nan,201805
269,270,23/05/2018,Edyoo,E-Commerce,Products For Shoolgoing Children,Bengaluru,RS Shanbag,Seed/ Angel Funding,735000.0,nan,201805
270,271,23/05/2018,Aashiyaan,Finance,Housing Finance For Low-Income Families,Kolkata,"Insistor, Oikocredit",Seed/ Angel Funding,2000000.0,nan,201805
271,272,24/05/2018,Smartivity,Ed-tech,Designer Of Toys and Learning Projects For Kids,Delhi,"Ashish Kacholi, S Chand Group",Seed/ Angel Funding,2000000.0,nan,201805
272,273,24/05/2018,Bonphulapl,Clean-tech,Oxygen Optimiser Manufacturer,Delhi,Atul Gupta and Saurabh Rastogi,Seed/ Angel Funding,293000.0,nan,201805
273,274,27/05/2018,Acko,Consumer Internet,Online Insurance Platform,Mumbai,"Amazon, Ashish Dhawan, Catamaran Ventures, NR Narayana Murthy.",Seed/ Angel Funding,12000000.0,nan,201805
274,275,28/05/2018,HWell24,Healthcare,Home Healthcare Aggregator,Mumbai,"Prashant Mehta, Mitali Pawar, Nikhil G and Bhavesh P, R Ranganathan, ONCOTRUST and Medintel Services Pvt. Ltd",Seed/ Angel Funding,200000.0,nan,201805
275,276,29/05/2018,Toffee,Consumer Internet,Online Insurance Platform,Gurugram,"Kalaari Capital, Omidyar Network and Accion Venture Labs",Seed/ Angel Funding,1500000.0,nan,201805
276,277,29/05/2018,Tonetag,Technology,Mobile Payments Technology Platform,Bengaluru,Amazon Inc. and Mastercard,Private Equity,8000000.0,nan,201805
277,278,30/05/2018,Events High,Consumer Internet,Events and Activities Discovery Platform,Bengaluru,Treebo,Private Equity,-999.0,nan,201805
278,279,30/05/2018,Stellaps,Technology,Iot Application Platform In Agriculture,Bengaluru,"IndusAge Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, ABB Technology Ventures, Omnivore, Blume Ventures, Venture Highway and BEENEXT",Private Equity,14000000.0,nan,201805
279,280,31/05/2018,Credright,Consumer Internet,Lending Platform For SMEs,Hyderabad,"Accion Venture Lab, YourNest Venture Capital And Other Angel Investors",Seed/ Angel Funding,1300000.0,nan,201805
280,281,02/04/2018,Fitternity,Consumer Internet,Online Fitness Discovey Platform,Mumbai,"Exfinity Venture, Saha fund Partners, Arihant Patni of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna and Taparia family office.",Private Equity,2000000.0,nan,201804
281,282,02/04/2018,Synctag,Technology,Social Media Anlaytics Platform,Coimbatore,Subhkam Ventures and Mohit Khadaria,Seed / Angel Funding,307600.0,nan,201804
282,283,02/04/2018,Benepik,Technology,Enhanced Employee Engagement Platform,Gurugram,"Vishal Bali, Yogesh Misra, Thomas Assessments and others",Seed / Angel Funding,-999.0,nan,201804
283,284,02/04/2018,Finzy,Consumer Internet,Online Loan Matchmaking Platform,Bengaluru,nan,Seed / Angel Funding,1300000.0,nan,201804
284,285,04/04/2018,Varthana,Finance,Loans and Services To Affordable Private Schools in India,Bengaluru,"ChrysCapital, Existing investors, Elevar Equity, LGT Impact, Omidyar Network and Kaizen Private Equity also participated in the round",Private Equity,55000000.0,nan,201804
285,286,05/04/2018,IndigoLearn,Ed-Tech,Online Education Platform,Hyderabad,"Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels",Seed / Angel Funding,150000.0,nan,201804
286,287,05/04/2018,Vedantu,Ed-Tech,Interactive Online Tutoring Platform,Bangalore,"Accel Partners, Tiger Global And Others",Private Equity,10000000.0,nan,201804
287,288,09/04/2018,Kaleidofin,Fiinance,Digital Financial Services Platform,Chennai,Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim,Seed / Angel Funding,2800000.0,nan,201804
288,289,09/04/2018,Pipabella,Consumer Internet,Fashion Accessories Etailer,Mumbai,Fireside Ventures,Seed / Angel Funding,1000000.0,nan,201804
289,290,09/04/2018,Elemential,Technology,Blockchain Platform,Mumbai,"Matrix Partner, Amrish Rau, Investopad, Digital Currency Group, Hinduja Group, Lightspeed India, Eight Innovate, Amit Ranjan, Prashant Malik and others",Seed / Angel Funding,-999.0,nan,201804
290,291,09/04/2018,Kriger Campus,Ed-Tech,Mobile-Based Education Network,Delhi,nan,Seed / Angel Funding,46140.0,nan,201804
291,292,10/04/2018,Loanzen,Finance,Digital Lending Platform In Logistics,Bengaluru,Kae Capital Management,Seed / Angel Funding,-999.0,nan,201804
292,293,10/04/2018,TravelTriangle,Consumer Internet,Online Travel Marketplace,Gurugram,"Fundamentum, SAIF Partners, Bessemer Venture Partners, RB investments & Others",Private Equity,12000000.0,nan,201804
